OBJECTID,address,address2,apt_room,arrive_date_time,cleared_date_time,dispatch_date_time,exposure,incident_number,incident_type,incident_type_description,platoon,station,Longitude,Latitude
596025,"2811 MILLBROOK MANOR CIR RALEIGH, NC 27601",                                        ,               ,2015-08-16 03:24:00,2015-08-16 03:25:00,2015-08-16 03:19:00,0,15-0024947,622,No Incident found on arrival at dispatch address,A,19,-78.58820899968238,35.84795599975134
596027,"2613 DANDRIDGE DR RALEIGH, NC 27601",                                        ,               ,2015-08-12 10:06:00,2015-08-12 10:14:00,2015-08-12 10:00:00,0,15-0024498,745,Alarm system activation no fire - unintentional,B,10,-78.62330099994362,35.747189999750354
596028,"4508 PRINTER LN RALEIGH, NC 27601",                                        ,               ,2015-08-14 01:59:00,2015-08-14 02:09:00,2015-08-14 01:54:00,0,15-0024721,736,CO detector activation due to malfunction,A,17,-78.71018299995171,35.868869999683376
596029,"506 ASHFORD ST RALEIGH, NC 27601",                                        ,               ,2015-08-24 13:30:00,2015-08-24 13:39:00,2015-08-24 13:27:00,0,15-0025844,500,Service Call other,A,12,-78.59193299982864,35.771261000105056
596030,"506 N BOUNDARY ST RALEIGH, NC 27601",                                        ,               ,2015-08-08 14:32:00,2015-08-08 14:37:00,2015-08-08 14:28:00,0,15-0024099,444,Power line down,A,3,-78.63144700019512,35.7880059999082
596031,"1913 TRAWICK RD RALEIGH, NC 27601",                                        ,               ,2015-08-25 13:29:00,2015-08-25 13:31:00,2015-08-25 13:24:00,0,15-0025981,700,False alarm or false call Other,B,21,-78.57756699987121,35.80400999978196
596032,"1707 HILLSBOROUGH ST RALEIGH, NC 27601",BROWNSTONE HOLIDAY INN                  ,               ,2015-08-22 19:41:00,2015-08-22 19:43:00,2015-08-22 19:38:00,0,15-0025641,743,Smoke detector activation no fire - unintentional,A,5,-78.6596490003806,35.784978999888594
596033,"2333 LYON ST RALEIGH, NC 27608",MURREY RESIDENCE                        ,               ,2015-08-21 14:39:00,2015-08-21 14:42:00,2015-08-21 14:34:00,0,15-0025514,700,False alarm or false call Other,C,6,-78.66349900002528,35.803821999778926
596034,"821 PEYTON ST RALEIGH, NC 27601",                                        ,               ,2015-08-22 16:57:00,2015-08-22 17:00:00,2015-08-22 16:49:00,0,15-0025615,743,Smoke detector activation no fire - unintentional,A,3,-78.60540500000862,35.76586399994377
596035,"301 ASHE AVE RALEIGH, NC 27601",GOVERNOR MOREHEAD SCH                   ,               ,2015-08-12 09:56:00,2015-08-12 09:58:00,2015-08-12 09:51:00,0,15-0024497,743,Smoke detector activation no fire - unintentional,B,5,-78.66009299989632,35.78076299981471
596037,"3122 HAYLING DR RALEIGH, NC 27601",                                        ,               ,2015-08-21 19:54:00,2015-08-21 20:20:00,2015-08-21 19:48:00,0,15-0025544,745,Alarm system activation no fire - unintentional,C,26,-78.58223699967355,35.740680999966
596038,"1426 QUARTER PT RALEIGH, NC 27601",                                        ,               ,2015-08-23 00:49:00,2015-08-23 04:51:00,2015-08-23 00:44:00,0,15-0025672,111,Building fire,A,18,-78.66348300013176,35.90159699975386
596039,"1117 SAVANNAH DR RALEIGH, NC 27601",                                        ,               ,2015-08-05 23:38:00,2015-08-05 23:46:00,2015-08-05 23:35:00,0,15-0023837,510,Person in distress Other,C,10,-78.61841699988103,35.74022900008273
596041,"317 W DREWRY LN RALEIGH, NC 27609",                                        ,               ,2015-08-30 02:44:00,2015-08-30 02:54:00,2015-08-30 02:37:00,0,15-0026482,550,Public service assistance Other,B,9,-78.64072599970041,35.824137999931125
596042,"10000 FALLS OF NEUSE RD RALEIGH, NC 27601",WAKE MED NORTH                          ,               ,2015-08-11 00:59:00,2015-08-11 01:07:00,2015-08-11 00:57:00,0,15-0024374,740,Unintentional transmission of alarm Other,C,22,-78.59887300013315,35.90984899973514
596044,"509 GLENWOOD AVE RALEIGH, NC 27601",GLENWOOD TOWERS                         ,313,2015-08-08 07:47:00,2015-08-08 07:57:00,2015-08-08 07:42:00,0,15-0024083,733,Smoke detector activation due to malfunction,B,1,-78.64728400041348,35.786365999830295
596045,"3808 HIDDEN BRANCHES DR RALEIGH, NC 27601",WILLIAM HILES RESIDENCE                 ,               ,2015-08-01 23:23:00,2015-08-01 23:27:00,2015-08-01 23:16:00,0,15-0023359,510,Person in distress Other,C,18,-78.70304099998086,35.894564999693976
596047,"9608 OLD LEESVILLE RD RALEIGH, NC 27601",DILLARD RES                             ,               ,2015-08-24 05:21:00,2015-08-24 05:23:00,2015-08-24 05:15:00,0,15-9022583,743,Smoke detector activation no fire - unintentional,C,23,-78.72656900016604,35.905625000036736
596048,"1200 S BLOUNT ST RALEIGH, NC 27601",                                        ,               ,2015-08-04 16:37:00,2015-08-04 16:40:00,2015-08-04 16:33:00,0,15-0023684,611,Dispatched & cancelled en route,A,1,-78.6372400001038,35.76538299986397
596049,"4413 JORDAN OAKS WAY RALEIGH, NC 27601",                                        ,               ,2015-08-27 23:48:00,2015-08-27 23:52:00,2015-08-27 23:44:00,0,15-0026260,500,Service Call other,B,27,-78.53861900011748,35.843294000048274
596050,"902 COVE BRIDGE RD RALEIGH, NC 27603",                                        ,118,2015-08-14 11:55:00,2015-08-14 12:09:00,2015-08-14 11:48:00,0,15-0024745,142,Brush or brush-and-grass mixture fire,C,21,-78.53840700040539,35.79566600025939
596052,"1515 GLENWOOD AVE RALEIGH, NC 27608",WOODSWORTH RES                          ,               ,2015-08-10 14:19:00,2015-08-10 14:24:00,2015-08-10 14:16:00,0,15-0024304,740,Unintentional transmission of alarm Other,C,6,-78.64617600037573,35.800021000285234
596055,"1200 CARLOS DR RALEIGH, NC 27601",HERITAGE OF RALEIGH                     ,446,2015-08-15 03:25:00,2015-08-15 03:40:00,2015-08-15 03:19:00,0,15-0024830,551,Assist police or other governmental agency,C,15,-78.6201030002271,35.86428199999053
596056,"813 ASCOT LN RALEIGH, NC 27601",HARGROVE RES                            ,               ,2015-08-16 22:56:00,2015-08-16 23:11:00,2015-08-16 22:52:00,0,15-9021908,700,False alarm or false call Other,B,18,-78.66499399967732,35.90583100020777
596058,"1404 MORNINGSDALE DR RALEIGH, NC 27601",                                        ,               ,2015-08-09 06:44:00,2015-08-09 06:58:00,2015-08-09 06:40:00,0,15-0024186,510,Person in distress Other,A,15,-78.61585600002407,35.86392900024703
596059,"4201 LAUREL RIDGE DR RALEIGH, NC 27601",RAUCH                                   ,               ,2015-08-31 20:03:00,2015-08-31 20:06:00,2015-08-31 19:56:00,0,15-0026650,744,Detector activation no fire - unintentional,A,14,-78.7025730001757,35.84068700026087
596061,"500 GLENWOOD AVE RALEIGH, NC 27601",CAROLINA ALE HOUSE RA                   ,               ,2015-08-19 23:35:00,2015-08-20 00:16:00,2015-08-19 23:31:00,0,15-0025347,733,Smoke detector activation due to malfunction,C,1,-78.64728799971313,35.78627800003186
596062,"6716 SIX FORKS RD RALEIGH, NC 27615",NOD                                     ,               ,2015-08-22 08:38:00,2015-08-22 08:52:00,2015-08-22 08:32:00,0,15-0025590,744,Detector activation no fire - unintentional,C,4,-78.64196099995976,35.871836999670194
596063,"4420 LAKE BOONE TRL RALEIGH, NC 27601",REX HOSPITAL                            ,Women's Center ,2015-08-17 05:25:00,2015-08-17 05:27:00,2015-08-17 05:23:00,0,15-0025049,745,Alarm system activation no fire - unintentional,B,14,-78.70503199992544,35.81545800028613
596064,"1104 LORIMER RD RALEIGH, NC 27606",                                        ,               ,2015-08-02 18:04:00,2015-08-02 18:22:00,2015-08-02 18:02:00,0,15-0023438,520,Water problem Other,B,8,-78.69718100012503,35.78335899966701
596065,"2300 E MILLBROOK RD RALEIGH, NC 27601",                                        ,               ,2015-08-11 23:16:00,2015-08-11 23:21:00,2015-08-11 23:12:00,0,15-0024471,622,No Incident found on arrival at dispatch address,B,15,-78.59752400007098,35.84828000004934
596066,"3301 HAMMOND RD RALEIGH, NC 27603",455 NEW                                 ,               ,2015-08-06 09:44:00,2015-08-06 09:49:00,2015-08-06 09:36:00,0,15-0023881,611,Dispatched & cancelled en route,A,2,-78.64040600003328,35.734005000061
596068,"1689 NORTH MARKET DR RALEIGH, NC 27601",INTERFOOD PLAZA LATINA                  ,               ,2015-08-15 18:43:00,2015-08-15 19:04:00,2015-08-15 18:38:00,0,15-0024898,131,Passenger vehicle fire,A,11,-78.60770099955174,35.83970300020072
596069,"3000 NEW BERN AVE RALEIGH, NC 27601",WAKE MED HOSPITAL                       ,               ,2015-08-06 06:21:00,2015-08-06 06:22:00,2015-08-06 06:16:00,0,15-0023870,745,Alarm system activation no fire - unintentional,C,12,-78.5891550002367,35.78605700030732
596070,"844 ATHENS DR RALEIGH, NC 27601",                                        ,               ,2015-08-14 23:37:00,2015-08-15 00:01:00,2015-08-14 23:34:00,0,15-0024813,440,Electrical  wiring/equipment problem Other,C,8,-78.72051299959331,35.77800700001628
596073,"21 SHEPHERD ST RALEIGH, NC 27605",                                        ,               ,2015-08-31 17:27:00,2015-08-31 18:09:00,2015-08-31 17:23:00,0,15-0026632,131,Passenger vehicle fire,A,5,-78.67899200028707,35.790837000273164
596074,"5504 SEASPRAY LN RALEIGH, NC 27603",ATKERSON-RUTTER RESD                    ,               ,2015-08-30 20:24:00,2015-08-30 20:29:00,2015-08-30 20:18:00,0,15-0026545,745,Alarm system activation no fire - unintentional,C,21,-78.54107200001944,35.788201999834484
596075,"5217 POOLE RD RALEIGH, NC 27601",                                        ,               ,2015-08-08 13:19:00,2015-08-08 13:26:00,2015-08-08 13:17:00,0,15-9021101,700,False alarm or false call Other,A,26,-78.55271100043856,35.760969999827864
596077,"1901 TORRINGTON ST RALEIGH, NC 27615",                                        ,               ,2015-08-11 17:36:00,2015-08-11 17:51:00,2015-08-11 17:30:00,0,15-0024438,736,CO detector activation due to malfunction,B,4,-78.67380100007782,35.89988700001777
596079,"2912 BOONE TRL RALEIGH, NC 27601",ROSE SMITH RESIDENCE                    ,               ,2015-08-20 13:31:00,2015-08-20 13:34:00,2015-08-20 13:25:00,0,15-0025390,700,False alarm or false call Other,B,10,-78.63398399976266,35.74019800001125
596080,"519 BRAGG ST RALEIGH, NC 27601",                                        ,               ,2015-08-20 19:42:00,2015-08-20 19:45:00,2015-08-20 19:36:00,0,15-0025423,740,Unintentional transmission of alarm Other,B,3,-78.62989899994133,35.765688000055
596081,"4730 ARCHEAN WAY RALEIGH, NC 27601",                                        ,               ,2015-08-06 04:05:00,2015-08-06 04:27:00,2015-08-06 03:57:00,0,15-0023864,743,Smoke detector activation no fire - unintentional,C,22,-78.56084699974602,35.883198000057824
596082,"1012 PALACE GARDEN WAY RALEIGH, NC 27601",PHIFER RESIDENCE                        ,               ,2015-08-12 23:11:00,2015-08-12 23:21:00,2015-08-12 23:04:00,0,15-0024569,700,False alarm or false call Other,C,2,-78.6572619997026,35.74011600025784
596084,"1110 NAVAHO DR RALEIGH, NC 27601",GROVE TOWER 1                           ,               ,2015-08-03 15:44:00,2015-08-03 15:52:00,2015-08-03 15:40:00,0,15-0023547,700,False alarm or false call Other,C,11,-78.62171199968193,35.828054999872066
596085,"4739 WHITEHALL AVE RALEIGH, NC 27601",                                        ,               ,2015-08-22 20:27:00,2015-08-22 20:47:00,2015-08-22 20:23:00,0,15-0025646,622,No Incident found on arrival at dispatch address,A,15,-78.59815699973257,35.84516199965485
596086,"1533 SUNBOW FALLS LN RALEIGH, NC 27601",                                        ,207,2015-08-02 16:52:00,2015-08-02 16:59:00,2015-08-02 16:46:00,0,15-0023430,710,Malicious mischievous false call Other,B,15,-78.61087099967915,35.84532399985137
596087,"5 E EDENTON ST RALEIGH, NC 27601",NC MUSEUM OF HISTORY                    ,               ,2015-08-18 03:56:00,2015-08-18 04:04:00,2015-08-18 03:53:00,0,15-0025153,740,Unintentional transmission of alarm Other,A,3,-78.63895599968878,35.78120899984719
596088,"6252 BIG SANDY DR RALEIGH, NC 27601",                                        ,               ,2015-08-10 21:30:00,2015-08-10 21:38:00,2015-08-10 21:23:00,0,15-0024354,500,Service Call other,C,22,-78.53600800003181,35.892853000315775
596089,"1209 PLAINVIEW DR RALEIGH, NC 27601",MICROTEL INN                            ,               ,2015-08-31 19:07:00,2015-08-31 19:15:00,2015-08-31 19:02:00,0,15-0026642,745,Alarm system activation no fire - unintentional,A,21,-78.5763750001679,35.79751799998262
596090,"6329 SAYBROOKE DR RALEIGH, NC 27603",GEE RESD                                ,               ,2015-08-12 23:55:00,2015-08-13 00:02:00,2015-08-12 23:52:00,0,15-0024573,743,Smoke detector activation no fire - unintentional,C,27,-78.53563899996087,35.84227599976357
596091,"8450 HONEYCUTT RD RALEIGH, NC 27601",LAFAYETTE VILLAGE S/C                   ,               ,2015-08-21 15:26:00,2015-08-21 15:34:00,2015-08-21 15:22:00,0,15-0025515,740,Unintentional transmission of alarm Other,C,15,-78.62262200025127,35.89570200010748
596093,"2127 RIVERGRASS CT RALEIGH, NC 27601",                                        ,               ,2015-08-22 03:10:00,2015-08-22 03:26:00,2015-08-22 03:03:00,0,15-0025576,500,Service Call other,C,21,-78.55062199968637,35.79970799996138
596094,"1410 PARK DR RALEIGH, NC 27601",PETRENKA RESIDENCE                      ,               ,2015-08-14 18:02:00,2015-08-14 18:06:00,2015-08-14 17:58:00,0,15-0024783,700,False alarm or false call Other,C,5,-78.65312699965257,35.786857999690426
596097,"800 E SIX FORKS RD RALEIGH, NC 27609",ALFRED WILLIAMS & CO                    ,               ,2015-08-24 19:52:00,2015-08-24 20:00:00,2015-08-24 19:47:00,0,15-0025886,745,Alarm system activation no fire - unintentional,A,9,-78.6189349999149,35.818122000046095
596098,"8512 VALLEY BROOK DR RALEIGH, NC 27601",                                        ,               ,2015-08-01 07:10:00,2015-08-01 07:30:00,2015-08-01 07:03:00,0,15-9020399,500,Service Call other,B,23,-78.70877299979017,35.8944390002214
596099,"8021 ARCO CORPORATE DR RALEIGH, NC 27601",HAMPTON INN RA                          ,               ,2015-08-20 07:10:00,2015-08-20 08:40:00,2015-08-20 07:04:00,0,15-0025368,743,Smoke detector activation no fire - unintentional,C,24,-78.77779499984825,35.907464999902686
596100,"218 W CABARRUS ST RALEIGH, NC 27601",DTD                                     ,               ,2015-08-08 17:19:00,2015-08-08 17:21:00,2015-08-08 17:17:00,0,15-0024120,611,Dispatched & cancelled en route,A,1,-78.64322200015837,35.774387000018365
596101,"4309 WAKE FOREST RD RALEIGH, NC 27601",WALGREENS RA                            ,               ,2015-08-21 11:01:00,2015-08-21 11:03:00,2015-08-21 10:56:00,0,15-0025502,611,Dispatched & cancelled en route,B,11,-78.61170000005764,35.840207999793634
596102,"2100 LAKE DAM RD RALEIGH, NC 27601",US POST OFFICE RA                       ,               ,2015-08-04 16:24:00,2015-08-04 16:41:00,2015-08-04 16:18:00,0,15-0023683,550,Public service assistance Other,A,20,-78.70714400024383,35.75137199998557
596103,"8150 TOWN DR RALEIGH, NC 27601",POYNER SPRINGS SENIOR LIVING            ,               ,2015-08-26 21:54:00,2015-08-26 22:45:00,2015-08-26 21:51:00,0,15-0026132,743,Smoke detector activation no fire - unintentional,A,19,-78.56082400017979,35.87005200025446
596104,"1609 MALTA AVE RALEIGH, NC 27601",                                        ,               ,2015-08-02 00:52:00,2015-08-02 00:57:00,2015-08-02 00:48:00,0,15-0023364,622,No Incident found on arrival at dispatch address,C,7,-78.61621699969909,35.769820000144776
596106,"8200 LITCHFORD RD RALEIGH, NC 27601",LITCHFORD FALLS HEAL                    ,               ,2015-08-31 12:23:00,2015-08-31 12:23:00,2015-08-31 12:07:00,0,15-0026599,500,Service Call other,A,15,-78.60259899992927,35.89023799989903
596108,"513 E WHITAKER MILL RD RALEIGH, NC 27601",MAYVIEW CONVALESCENT                    ,               ,2015-08-07 18:26:00,2015-08-07 18:28:00,2015-08-07 18:22:00,0,15-0024021,700,False alarm or false call Other,B,6,-78.63321800003169,35.806764000013864
596109,"4420 LAKE BOONE TRL RALEIGH, NC 27601",REX HOSPITAL                            ,Women's Center ,2015-08-18 20:29:00,2015-08-18 21:05:00,2015-08-18 20:26:00,0,15-0025224,741,Sprinkler activation no fire - unintentional,B,14,-78.70503199992544,35.81545800028613
596110,"5013 CAPE BRETON DR RALEIGH, NC 27601",                                        ,               ,2015-08-18 15:09:00,2015-08-18 16:17:00,2015-08-18 15:04:00,0,15-0025193,412,Gas leak (natural gas or LPG),B,19,-78.57698799973797,35.854535000276265
596111,"629 COLEMAN ST RALEIGH, NC 27601",                                        ,               ,2015-08-16 01:49:00,2015-08-16 01:54:00,2015-08-16 01:42:00,0,15-0024937,611,Dispatched & cancelled en route,A,7,-78.62234500024184,35.77164199986862
